Molecule;Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CHEMBL605522;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCN(CC4)c5ccc(cn5)C#N;IC50;4.6;8.34;560.45;4.1
CHEMBL231342;C[C@H](NS(=O)(=O)\C=C\c1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;41.8;7.38;450.99;5.52
CHEMBL231241;C[C@H](NS(=O)(=O)CCc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;19.3;7.71;453.01;5.09
CHEMBL410247;Fc1ccc(c(F)c1)C2(Oc3cc(F)c(cc3O2)S(=O)(=O)N4CCOCC4)c5ccc(F)cc5F;Ki;25;7.6;513.44;4.08
CHEMBL260284;O=C(N1CCOCC1)c2ccc3OC(Oc3c2)(c4ccccc4)c5ccccc5;Ki;50;7.3;387.44;3.83
CHEMBL259425;O=C(N1CCCCC1)c2ccc3OC(Oc3c2)(c4ccccc4)c5ccccc5;Ki;28;7.55;385.46;4.99
CHEMBL411054;O=S(=O)(N1CCCCC1)c2ccc3OC(Oc3c2)(c4ccccc4)c5ccccc5;Ki;38;7.42;421.52;4.53
CHEMBL263391;COc1ccc(cc1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCCCC4)c5ccc(Cl)cc5Cl;EC50;5;8.3;502.37;6.44
CHEMBL1081993;CN\C(=N/S(=O)(=O)N1CCC(F)(F)CC1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4;Ki;38.8;7.41;495.98;4.24
CHEMBL230715;C[C@H](NS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;3.2;8.49;560.95;6.94
CHEMBL226590;C[C@H](NC(=O)C(C)(C)Oc1cc(C)ccn1)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;0.47;9.33;489.59;5.3
CHEMBL230782;COc1ccc(cc1OC)c2c(C)c3C(=O)N(CCc3n2c4ccc(Cl)cc4Cl)C5CCCCC5;Ki;5.5;8.26;513.47;7.11
CHEMBL230466;Cc1ccc(cc1)c2c(C)c3C(=O)N(CCc3n2c4ccc(Cl)cc4Cl)C5CCCCC5;Ki;10;8;467.44;7.4
CHEMBL228347;CCCCCc1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1;Ki;16;7.8;361.53;5.12
CHEMBL226642;C[C@H](NC(=O)C(C)(C)Oc1ccc(C)cn1)[C@@H](Cc2ccc(OCC[18F])cc2)c3cccc(c3)C#N;IC50;0.73;9.14;488.59;5.3
CHEMBL394055;Fc1cc(F)cc(c1)S(=O)(=O)N2CCN(CC2)c3nc(c4ccccc4Cl)c(cc3C#N)c5ccc(Cl)cc5;IC50;3.8;8.42;585.46;6.38
CHEMBL392457;CC(C)CNc1nc(c2ccc(Cl)cc2Cl)c(cc1C#N)c3ccc(Cl)cc3;IC50;89;7.05;430.77;7.32
CHEMBL559612;CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;Ki;0.3162;9.5;376.58;5.66
CHEMBL258753;Fc1ccc(cc1)C2(Oc3cc(F)c(cc3O2)C(=O)N4CCCCC4)c5ccc(Cl)cc5Cl;EC50;5;8.3;490.33;6.57
CHEMBL1094521;C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;4.8;8.32;505.83;6.48
CHEMBL232336;CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3cccc4nsnc34;Ki;44;7.36;408.64;5.33
CHEMBL1224535;COc1cc(F)ccc1c2cccc(Cn3ccc4ccc(NC(=O)C(C)(C)CO)cc34)n2;IC50;45;7.35;447.51;4.86
CHEMBL1224667;COc1cc(F)ccc1c2cccc(Cc3cn(C)c4ccc(NC(=O)CC(C)(C)O)cc34)n2;IC50;19;7.72;461.54;5.08
CHEMBL1081305;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4Cl;Ki;37;7.43;521.86;5.96
CHEMBL524277;CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(C)(C)C(=O)N4;IC50;32.6;7.49;461.78;5.72
CHEMBL496901;CN1C(=NC(C)(C)C1=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;IC50;33.6;7.47;461.78;5.81
CHEMBL3114181;COc1ccc(cc1)C2=CN(Cc3ccc(F)cc3)C(=O)C(=C2)C(=O)NC4CCCCCC4;Ki;63;7.2;448.54;5.16
CHEMBL3114178;Fc1ccc(CN2C=C(Br)C=C(C(=O)NC3CCCCCC3)C2=O)cc1;Ki;8.8;8.06;421.31;4.25
CHEMBL2316259;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c(C)c(C)sc15;Ki;43;7.37;426.63;5.57
CHEMBL2316397;O=C(NCC1CCC1)c2ncccc2NC(=O)c3cccc4ccccc34;IC50;6.1;8.21;359.43;4.02
CHEMBL2180219;CC(C)(C)NC(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;25.5;7.59;614.58;7.38
CHEMBL2206842;CCCCCn1cc(C(=O)c2cccc3cccc(Cl)c23)c4ccccc14;Ki;23;7.64;375.9;6.87
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;1.9;8.72;426.52;4.6
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;Ki;2.3;8.64;555.25;5.89
CHEMBL271838;CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(Br)ccc24)C1(C)C;Ki;13.18;7.88;418.38;5.7
CHEMBL525067;CC(C)(c1ccccc1)c2cc(O)c(c(O)c2)c3cc(Cl)cc(Cl)c3;Ki;93.66;7.03;373.28;6.4
CHEMBL1087875;Clc1ccc(cc1Cl)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4;Ki;60;7.22;446.42;5.74
CHEMBL1087644;Clc1ccc(C(N2CCN(CC2)C(=O)C3CCCCC3)c4ccccc4)c(Cl)c1;Ki;5.8;8.24;431.41;5.81
CHEMBL1093378;Clc1cccc(c1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;2.3;8.64;480.87;6.4
CHEMBL1093735;Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;0.15;9.82;460.45;6.05
CHEMBL1084695;Fc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;2.5;8.6;464.41;5.88
CHEMBL589985;Clc1ccc(cc1)N2CC(CCNS(=O)(=O)C3CC3)CCC2c4ccc(Cl)cc4Cl;Ki;57;7.24;487.88;6.08
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;2.4;8.62;463.8;5.94
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;37.6;7.42;426.52;4.6
CHEMBL232410;CCCCCCC(C)(C)c1ccc(c(O)c1)c2c(C)cccc2C;Ki;1.7;8.77;324.51;6.92
CHEMBL391133;CNC(=O)CCCCC(C)(C)c1ccc(c(O)c1)c2cc(C)cc(C)c2;Ki;96;7.02;353.51;5.26
CHEMBL233637;COC(=O)CCCCC(C)(C)c1ccc(c(O)c1)c2cc(C)cc(C)c2;Ki;24;7.62;354.49;5.69
CHEMBL276312;Clc1ccc(cc1)n2cc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;Ki;3.9;8.41;448.78;6.56
CHEMBL229965;O[C@H]1CCC[C@@H]1NC(=O)c2cn(c3ccc(Cl)cc3)c(n2)c4ccccc4Cl;Ki;29;7.54;416.31;4.49
CHEMBL233636;CCCCCCC1(CCCCC1)c2ccc(c(O)c2)c3cc(C)cc(C)c3;Ki;1.8;8.74;364.57;7.85
CHEMBL230802;CC(C)c1c(nc(c2ccccc2Cl)n1c3ccc(Cl)cc3)C(=O)N[C@H]4CCCC[C@@H]4O;Ki;18;7.75;472.42;6
CHEMBL390545;O[C@H]1Cc2ccccc2[C@@H]1NC(=O)c3cn(c4ccc(Cl)cc4)c(n3)c5ccccc5Cl;Ki;22;7.66;464.35;5.23
CHEMBL201571;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccccc15;Ki;42.1;7.38;392.54;4.89
CHEMBL3109745;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4ccc(F)cc4;Ki;42.8;7.37;384.45;3.71
CHEMBL3109776;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCc3ncccn3)c(c2)c4ccc(Cl)cc4;Ki;51.6;7.29;438.92;3.8
CHEMBL3109774;O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCc3ccccc3)c(c2)c4ccc(Cl)cc4;Ki;40.2;7.4;436.94;5.01
CHEMBL389353;C[C@H](NS(=O)(=O)c1ccc2ccccc2c1)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;15;7.82;475.01;6.06
CHEMBL230506;C[C@H](NS(=O)(=O)c1c(Cl)cccc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;29.8;7.53;493.84;6.21
CHEMBL230465;Cc1c2C(=O)N(CCc2n(c1c3ccccc3)c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;16;7.8;453.41;7.09
CHEMBL231245;C[C@H](NC(=O)CCc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;38.3;7.42;416.95;5.68
CHEMBL230889;Cc1c2C(=O)N(CCc2n(c1c3cccs3)c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;19;7.72;459.44;7.15
CHEMBL230888;Cc1c2C(=O)N(CCc2n(c1c3ccsc3)c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;37;7.43;459.44;7.15
CHEMBL230571;Cc1c2C(=O)N(CCc2n(c1c3ccc(cc3)C(F)(F)F)c4ccc(Cl)cc4Cl)C5CCCCC5;Ki;4.1;8.39;521.41;8.11
CHEMBL484504;Cc1c(nn(c1c2ccc(Cl)cc2Cl)c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;34.2;7.47;498.24;6.59
CHEMBL279787;Clc1ccc(cc1)n2nc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCc5ccccc45;Ki;101;7;483.79;6.31
CHEMBL245876;Cc1ccc(cc1S(=O)(=O)N2CCCCC2)C(=O)Oc3cccc4cccnc34;Ki;3;8.52;410.5;3.94
CHEMBL118028;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C4(SCCS4)c5ccccc5;Ki;17.3;7.76;424.63;6.68
CHEMBL1081213;CN\C(=N/S(=O)(=O)N1CCC(CC1)C(F)(F)F)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;14.5;7.84;528;4.24
CHEMBL522114;FC(F)(F)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C4CC4;IC50;58;7.24;506.47;4.75
CHEMBL528997;FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5cn[nH]n5;IC50;3;8.52;573.52;4.15
CHEMBL489438;FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)C5CC5;IC50;0.5;9.3;546.53;5.24
CHEMBL514068;FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Cl)cc(Cl)c3)cc1;IC50;16;7.8;481.32;4.09
CHEMBL478696;COC(=O)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccc(cc3)C(F)(F)F)C(F)(F)F;IC50;5;8.3;538.47;3.59
CHEMBL490026;OCCc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;4;8.4;550.52;3.9
CHEMBL390846;Cc1c2C(=O)N(CCc2n(c1c3cccc(c3)C(F)(F)F)c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;67;7.17;521.41;8.11
CHEMBL230572;COc1ccc(cc1)c2c(C)c3C(=O)N(CCc3n2c4ccc(Cl)cc4Cl)C5CCCCC5;Ki;7.9;8.1;483.44;7.1
CHEMBL230189;C[C@H](NC(=O)c1c(Cl)cccc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;37.2;7.43;457.79;6.66
CHEMBL230825;C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;23;7.64;501.05;6.57
CHEMBL230717;C[C@H](NS(=O)(=O)c1cccc(c1)c2ccccc2)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N;IC50;2.8;8.55;501.05;6.57
CHEMBL397509;C[C@H](NS(=O)(=O)c1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;21.7;7.66;459.4;5.56
CHEMBL230181;CCCCS(=O)(=O)N[C@@H](C)[C@@H](Cc1ccc(Cl)cc1)c2cccc(c2)C#N;IC50;75.2;7.12;404.96;4.65
CHEMBL595462;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCC4CCN(CC4)C#N;IC50;0.49;9.31;511.41;3.8
CHEMBL596164;NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;0.4;9.4;471.39;4.46
CHEMBL182141;Clc1ccc(cc1)c2ccc(nc2c3ccc(Cl)cc3Cl)C(=O)NCc4ccccc4;IC50;31;7.51;467.78;7.31
CHEMBL2063248;Clc1ccc(cc1)c2c3OCCCC(NC(=O)c4oncc4)c3nn2c5ccccc5Cl;Ki;0.55;9.26;469.33;5.48
CHEMBL1098696;C[S+]([O-])c1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;20;7.7;511.86;5.37
CHEMBL605721;NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ncccn5;IC50;0.59;9.23;534.45;5.13
CHEMBL595234;Cc1ccncc1NC(=O)c2nn(c3ccccc3Cl)c(c2CC(=O)N)c4ccc(Cl)cc4;IC50;1.7;8.77;480.36;4.83
CHEMBL1224371;CC(C)(C)C(=O)Nc1ccc2ncn(Cc3cccc(c3)c4cccc5OCOc45)c2c1;IC50;64;7.19;427.5;5.46
CHEMBL1088222;CS(=O)(=O)c1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;11.9;7.92;527.86;5.03
CHEMBL1088244;CSc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCC4;Ki;3;8.52;481.84;5.96
CHEMBL1088220;Clc1ccc(cc1)n2c(I)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;10;8;575.66;6.23
CHEMBL1079079;COc1ccc(cc1)c2c(C#N)c(nn2c3ccccc3[125I])C(=O)NN4CCCCC4;Ki;3.4;8.47;525.37;4.15
CHEMBL594280;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)C5CC5;IC50;3.7;8.43;540.45;4
CHEMBL589651;Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NCc4ccc(Br)cc4;IC50;1.2;8.92;540.25;6.6
CHEMBL594526;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C#N)c5ccccc5;IC50;0.78;9.11;558.47;5.57
CHEMBL605109;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccc5;IC50;2.9;8.54;549.46;5
CHEMBL331838;CCCCCCC(C)(C)c1ccc2c(OC(C)(C)c3ccc(CO)cc23)c1;Ki;2;8.7;366.55;6.72
CHEMBL1169572;Cc1cc(Cl)ccc1c2nc3OC(C)(C)CC(N=C(O)C(O)C(F)(F)F)c3cc2c4ccc(Cl)cc4;IC50;1.8;8.74;539.38;7.51
CHEMBL1097455;CC(O)(C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4)C(F)(F)F;IC50;0.7;9.15;573.83;7.41
CHEMBL1097840;CC1(C)C[C@@H](NC(=O)c2n[nH]c3CCCc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl;IC50;1.4;8.85;567.9;7.62
CHEMBL1224613;Cn1cc(Cc2cccc(n2)c3cccc4OCOc34)c5cc(NC(=O)C(C)(C)CO)ccc15;IC50;7;8.15;457.53;4.52
CHEMBL362219;Fc1ccc(COc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)c(F)c1;IC50;2.7;8.57;501.75;8.1
CHEMBL591067;Clc1ccc(cc1)N2C[C@H](CCNC(=O)c3ccc(cc3)C#N)CC[C@H]2c4ccc(Cl)cc4Cl;Ki;5.1;8.29;512.87;7.3
CHEMBL603529;Clc1ccc(cc1)N2C[C@H](CCNS(=O)(=O)c3cccnc3)CC[C@H]2c4ccc(Cl)cc4Cl;Ki;5.8;8.24;524.9;6.37
CHEMBL567228;Cl.CN(C)CCCN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;3.1;8.51;595;5.08
CHEMBL1080156;CN\C(=N/S(=O)(=O)N1CCC(CC1)C(F)(F)F)\C2=NN([C@H](C2)c3ccccc3)c4ccc(Cl)cc4;Ki;2;8.7;528;4.78
CHEMBL1081286;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4;Ki;84;7.08;487.41;5.31
CHEMBL567874;C[C@H](NC(=O)C(C)(C)Nc1ncc(cc1Cl)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;17.9;7.75;549.42;7
CHEMBL1223650;CCCCCC1=NN(CC1c2ccccc2)C(=O)Nc3ccccc3C(F)(F)F;Ki;70;7.16;403.45;6.27
CHEMBL1224458;CC(C)(C)C(=O)Nc1ccc2ccn(Cc3cccc(c3)c4cccc5OCOc45)c2c1;IC50;51;7.29;426.52;6.07
CHEMBL195050;CCN(CC)S(=O)(=O)N\C(=N/C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3;Ki;30;7.52;447.99;3.31
CHEMBL1080157;CN\C(=N/S(=O)(=O)N1CCC(CC1)C(F)(F)F)\C2=NN([C@@H](C2)c3ccccc3)c4ccc(Cl)cc4;Ki;58;7.24;528;4.78
CHEMBL1081306;CN\C(=N/S(=O)(=O)c1ccc(cc1)C(F)(F)F)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4Cl;Ki;11.3;7.95;555.41;6.33
CHEMBL1083646;C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;16;7.8;505.83;6.48
CHEMBL1085566;CC(C)(O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;18;7.75;525.48;7.14
CHEMBL525528;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(F)cc15;Ki;30.5;7.52;410.53;5.03
CHEMBL408123;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(Cc4ccccc4)cc3OC2(C)C;Ki;67.6;7.17;334.46;5.59
CHEMBL1631289;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NCCC(C)(C)C;Ki;45.6;7.34;419.36;5.44
CHEMBL1631291;CCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)n3c(C)ccc3C;Ki;97.2;7.01;461.44;6.6
CHEMBL1631294;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NC(C)(C)C;Ki;89.5;7.05;391.3;4.81
CHEMBL1086494;OCC(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;0.3;9.52;497.42;6.36
CHEMBL1082650;C[C@@H](O)NC(=O)C1CC(C)(C)N(C)c2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;1.8;8.74;518.87;6.53
CHEMBL500690;CN1C(=NC(=O)C1(C)C)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Br)cc4;IC50;47.4;7.32;506.23;5.91
CHEMBL497879;CN1C(=NC(=O)C1(C)C)c2nn(c(c2C)c3ccc(cc3)C(F)(F)F)c4ccc(Cl)cc4Cl;IC50;15.9;7.8;495.33;6.17
CHEMBL496695;Cc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(C)(C)C(=O)N4;IC50;53.4;7.27;447.75;5.46
CHEMBL497913;CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC5(CCC5)C(=O)N4;IC50;22.8;7.64;473.79;5.86
CHEMBL1631301;Cc1c(nn(c2ccc(F)cc2F)c1n3c(C)ccc3C)C(=O)NCCC(C)(C)C;Ki;90.7;7.04;414.5;5.03
CHEMBL1083016;CC(C)(CO)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;2.1;8.68;533.88;7.11
CHEMBL394736;Clc1ccc(cc1)c2cc(C#N)c(nc2c3ccc(Cl)cc3Cl)n4nnc5ccccc45;IC50;5.7;8.24;476.75;6.98
CHEMBL397119;Clc1ccc(cc1)c2cc(C#N)c(OCC3CCOC3)nc2c4ccc(Cl)cc4Cl;IC50;6.6;8.18;459.76;6.66
CHEMBL247978;C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(OC(F)(F)F)cc2S(=O)(=O)c3ccccc3F;Ki;5;8.3;635.56;4.89
CHEMBL245760;C[C@H](NCCC(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F;Ki;17;7.77;550;5.75
CHEMBL396368;C[C@H](NC(=O)C(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F;Ki;3.7;8.43;549.95;4.88
CHEMBL179787;Fc1ccc(COc2nc(c3ccccc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;8;8.1;467.3;7.45
CHEMBL1095151;Cc1n[nH]c(C)c1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;0.2;9.7;555.89;7.75
CHEMBL15478;CN(C1CCCCC1)C(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;Ki;30;7.52;476.84;7.21
CHEMBL1760662;COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)O)C(F)(F)F;Ki;7.586;8.12;445.44;4.09
CHEMBL338455;CCCC(C)(C)c1cc(O)c2c(OC(C)(C)c3ccc(C)cc23)c1;Ki;42;7.38;324.46;6.07
CHEMBL386832;Cc1c(\C=C\C2CCCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4;Ki;31.3;7.5;445.82;8.4
CHEMBL385768;Cc1c(\C=N\N2CCCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4;Ki;17;7.77;447.8;6.63
CHEMBL507019;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(cc15)S(=O)(=O)c6ccccc6;Ki;6.1;8.21;532.71;5.72
CHEMBL409343;CCCCNC(=O)c1oc2ccc(cc2c1C)S(=O)(=O)N3CC(C)CC(C)C3;Ki;94;7.03;406.55;3.94
CHEMBL272138;CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)N(C)Cc4ccccc4)c(C)c3c2;Ki;59;7.23;454.59;4.68
CHEMBL595017;ONC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;1.3;8.89;487.39;4.48
CHEMBL379246;FC(F)(F)CN1C=Cc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O;Ki;1;9;438.24;5.72
CHEMBL201923;Clc1ccc(cc1)c2c3N=CN(N4CCCCC4)C(=O)c3nn2c5ccccc5Cl;Ki;12;7.92;440.33;4.68
CHEMBL370560;Clc1ccc(cc1)c2c3N=CN(C4CCCCC4)C(=O)c3nn2c5ccccc5Cl;Ki;20;7.7;439.35;6.06
CHEMBL1224614;COc1cc(F)ccc1c2cccc(Cc3cn(C)c4ccc(NC(=O)C(C)(C)CO)cc34)n2;IC50;27;7.57;461.54;4.94
CHEMBL1224615;Cn1cc(Cc2cccc(n2)c3cccc4OCOc34)c5cc(NC(=O)CC(C)(C)O)ccc15;IC50;5;8.3;457.53;4.66
CHEMBL1080545;CN\C(=N/S(=O)(=O)N1CCC(CC1)C(F)(F)F)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;4.7;8.33;528;4.24
CHEMBL337094;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)CCCC(O)C#N;Ki;13;7.89;383.53;5.34
CHEMBL15874;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCCC4;Ki;1.8;8.74;462.81;6.87
CHEMBL162746;CC1=CCC2C(C1)c3c(O)cc(C\C=C\CCCBr)cc3OC2(C)C;Kd;1.66;8.78;405.38;6.28
CHEMBL127644;C(CC1=C\C(=C/c2cccc3ccccc23)\c4ccccc14)N5CCOCC5;Ki;2.72;8.56;367.49;5.5
CHEMBL127644;C(CC1=C\C(=C/c2cccc3ccccc23)\c4ccccc14)N5CCOCC5;Ki;10.8;7.97;367.49;5.5
CHEMBL159662;CC1=CCC2C(C1)c3c(O)cc(C\C=C\CCCF)cc3OC2(C)C;Kd;20.9;7.68;344.47;5.85
CHEMBL360474;CCCCCCNC(=O)c1ccc(c2ccc(Cl)cc2)c(n1)c3ccc(Cl)cc3Cl;IC50;43;7.37;461.82;7.69
CHEMBL361119;Clc1ccc(cc1)c2cc(C#N)c(OCc3ccccc3)nc2c4ccc(Cl)cc4Cl;IC50;11;7.96;465.77;7.83
